ID,Marca,Modelo,Categoria,Precio,Cantidad,Tienda
4528,Acer,Aspire 5,Oficina,14700.00,14,Lima Este
4529,Lenovo,Legion 5,EducaciÃ³n,11100.00,12,Surco
4530,Apple,MacBook Pro 14,Oficina,6200.00,1,Lima Norte
4531,Acer,Aspire 5,Home,13500.00,46,Los Olivos
4532,Dell,Inspiron 15,Home,6800.00,33,San Isidro
4533,Dell,XPS 13,EducaciÃ³n,14500.00,42,Lima Este
4534,HP,Victus 16,Oficina,8100.00,20,Miraflores
4535,Dell,XPS 13,DiseÃ±o,7400.00,45,La Molina
4536,HP,Victus 16,EducaciÃ³n,3600.00,21,San Borja
4537,HP,Pavilion 15,Oficina,5800.00,42,Lima Este
4538,Lenovo,Yoga Slim 7,Home,9500.00,8,Miraflores
4539,Dell,Latitude 5420,DiseÃ±o,7600.00,16,San Isidro
4540,HP,Envy 13,Home,11600.00,41,San Isidro
4541,Asus,TUF F15,EducaciÃ³n,5800.00,50,Lima Centro
4542,MSI,GF63,EducaciÃ³n,3200.00,29,San Isidro
4543,Apple,MacBook Air M2,EducaciÃ³n,10500.00,50,Lima Este
4544,Lenovo,ThinkPad E14,Empresarial,6900.00,3,Lima Este
4545,Acer,Swift 3,Oficina,7800.00,32,Miraflores
4546,HP,Envy 13,Home,8400.00,39,San Isidro
4547,HP,Victus 16,Empresarial,6400.00,35,La Molina
4548,MSI,GF63,Oficina,10100.00,2,Lima Norte
4549,Dell,Inspiron 15,Home,3100.00,17,Lima Norte
4550,MSI,Modern 14,Empresarial,4100.00,12,Lima Centro
4551,MSI,Katana GF66,EducaciÃ³n,8600.00,11,Lima Centro
4552,Apple,MacBook Air M2,DiseÃ±o,2200.00,16,Lima Sur
4553,Apple,MacBook Pro 14,EducaciÃ³n,2100.00,3,Lima Este
4554,Apple,MacBook Air M2,EducaciÃ³n,5200.00,26,La Molina
4555,Apple,MacBook Air M1,Empresarial,12000.00,29,Lima Sur
4556,Apple,MacBook Air M2,Home,10400.00,14,Miraflores
4557,MSI,GF63,DiseÃ±o,11700.00,21,Lima Sur
4558,HP,Pavilion 15,DiseÃ±o,8300.00,16,San Borja
4559,Acer,Nitro 5,Gamer,5200.00,8,Surco
4560,Lenovo,IdeaPad 3,Empresarial,6500.00,41,Surco
4561,Asus,ROG Strix G15,Gamer,7300.00,20,La Molina
4562,HP,Envy 13,Empresarial,5600.00,44,San Isidro
4563,Dell,G15,DiseÃ±o,11500.00,9,Lima Este
4564,Apple,MacBook Pro 14,Home,12600.00,1,Lima Norte
4565,Acer,Swift 3,Home,9300.00,5,San Borja
4566,HP,Victus 16,EducaciÃ³n,15000.00,31,Lima Norte
4567,MSI,Katana GF66,DiseÃ±o,15000.00,3,San Isidro
4568,Apple,MacBook Air M1,Oficina,14600.00,4,Lima Norte
4569,HP,EliteBook 840,Gamer,7700.00,31,Lima Norte
4570,HP,Envy 13,Oficina,9200.00,2,Surco
4571,Dell,Inspiron 15,EducaciÃ³n,9100.00,40,La Molina
4572,Lenovo,ThinkPad E14,EducaciÃ³n,9400.00,31,Los Olivos
4573,HP,Victus 16,EducaciÃ³n,2100.00,45,Lima Sur
4574,Acer,Predator Helios 300,Oficina,5300.00,35,La Molina
4575,Asus,ZenBook 14,DiseÃ±o,12700.00,12,Surco
4576,Lenovo,Yoga Slim 7,Empresarial,5100.00,45,Lima Norte
4577,HP,EliteBook 840,Empresarial,8000.00,44,Lima Centro
4578,Asus,TUF F15,Gamer,6000.00,28,San Isidro
4579,Apple,MacBook Air M1,Gamer,5600.00,41,San Isidro
4580,Asus,ZenBook 14,Oficina,12500.00,19,San Borja
4581,MSI,Modern 14,DiseÃ±o,9100.00,1,Los Olivos
4582,Asus,ROG Strix G15,Gamer,12100.00,49,Los Olivos
4583,Apple,MacBook Air M1,Empresarial,6800.00,46,Surco
4584,Asus,ROG Strix G15,DiseÃ±o,7500.00,5,Miraflores
4585,Apple,MacBook Pro 14,Home,5700.00,36,Los Olivos
4586,Asus,ROG Strix G15,Home,9300.00,32,Miraflores
4587,MSI,Modern 14,Gamer,14300.00,12,San Borja
4588,MSI,GF63,DiseÃ±o,6400.00,25,Lima Este
4589,Lenovo,IdeaPad 3,Gamer,6600.00,18,Los Olivos
4590,Lenovo,ThinkPad E14,Gamer,5400.00,7,San Isidro
4591,Dell,G15,Oficina,10500.00,21,Miraflores
4592,Asus,VivoBook 15,EducaciÃ³n,13400.00,28,Lima Centro
4593,Asus,ROG Strix G15,Gamer,13900.00,32,La Molina
4594,Dell,Inspiron 15,Oficina,12100.00,1,Miraflores
4595,Acer,Aspire 5,Empresarial,9300.00,3,Lima Sur
4596,Acer,Nitro 5,Gamer,12900.00,45,Miraflores
4597,Asus,TUF F15,Gamer,13100.00,14,Lima Sur
4598,Asus,VivoBook 15,Empresarial,8800.00,7,Miraflores
4599,Apple,MacBook Pro 14,EducaciÃ³n,13500.00,48,La Molina
4600,Dell,G15,Empresarial,4400.00,26,La Molina
4601,MSI,Modern 14,Empresarial,5600.00,46,Surco
4602,Dell,Latitude 5420,Empresarial,14800.00,3,Miraflores
4603,Asus,VivoBook 15,Home,13800.00,34,La Molina
4604,Dell,Inspiron 15,Empresarial,4500.00,5,Lima Norte
4605,Apple,MacBook Air M1,EducaciÃ³n,5000.00,38,La Molina
4606,Asus,ROG Strix G15,Home,8400.00,40,San Borja
4607,Dell,G15,DiseÃ±o,5000.00,5,Los Olivos
4608,Acer,Predator Helios 300,Empresarial,11000.00,8,San Isidro
4609,HP,EliteBook 840,Empresarial,12100.00,26,San Borja
4610,Dell,Latitude 5420,Gamer,4500.00,50,Miraflores
4611,Lenovo,ThinkPad E14,Empresarial,4600.00,46,Lima Este
4612,HP,Victus 16,Oficina,5000.00,14,San Borja
4613,Lenovo,IdeaPad 3,Empresarial,11500.00,17,Los Olivos
4614,Dell,XPS 13,Home,11900.00,48,Lima Centro
4615,Asus,TUF F15,EducaciÃ³n,4600.00,45,Lima Sur
4616,Dell,XPS 13,EducaciÃ³n,3700.00,30,Los Olivos
4617,Lenovo,Yoga Slim 7,Gamer,13600.00,7,Los Olivos
4618,Lenovo,Legion 5,Gamer,13600.00,29,Lima Centro
4619,Lenovo,ThinkPad E14,Oficina,6500.00,29,Lima Este
4620,HP,Victus 16,Home,6500.00,28,Miraflores
4621,Asus,VivoBook 15,Home,11500.00,48,San Isidro
4622,Asus,VivoBook 15,Gamer,7400.00,27,Lima Centro
4623,HP,EliteBook 840,Gamer,4200.00,30,San Isidro
4624,Acer,Predator Helios 300,Empresarial,4700.00,27,San Borja
4625,Apple,MacBook Air M1,EducaciÃ³n,12700.00,23,Lima Sur
4626,Dell,G15,Home,10200.00,33,San Borja
4627,Lenovo,Yoga Slim 7,EducaciÃ³n,11100.00,26,Surco
4628,Lenovo,Yoga Slim 7,Empresarial,3300.00,3,Lima Este
4629,Lenovo,Legion 5,EducaciÃ³n,5000.00,35,San Isidro
4630,Asus,ROG Strix G15,EducaciÃ³n,9700.00,4,Lima Norte
4631,Acer,Predator Helios 300,Gamer,14700.00,43,San Isidro
4632,Asus,ROG Strix G15,Gamer,2400.00,30,La Molina
4633,Asus,ROG Strix G15,DiseÃ±o,12400.00,25,Lima Norte
4634,MSI,Katana GF66,Empresarial,14500.00,9,San Isidro
4635,HP,Victus 16,DiseÃ±o,4800.00,35,Lima Este
4636,Lenovo,Legion 5,Gamer,8600.00,6,Lima Norte
4637,MSI,GF63,Gamer,10600.00,13,Lima Centro
4638,HP,EliteBook 840,Gamer,5200.00,36,San Isidro
4639,Lenovo,Legion 5,Gamer,10500.00,2,Lima Sur
4640,Apple,MacBook Air M2,EducaciÃ³n,3700.00,31,Los Olivos
4641,Asus,VivoBook 15,Empresarial,10400.00,45,Surco
4642,Dell,Inspiron 15,Gamer,14000.00,17,Lima Sur
4643,MSI,Katana GF66,Oficina,9900.00,29,Lima Centro
4644,HP,EliteBook 840,EducaciÃ³n,10100.00,32,Lima Este
4645,HP,Envy 13,Oficina,6600.00,27,Lima Sur
4646,HP,Envy 13,Empresarial,7800.00,4,Miraflores
4647,MSI,Modern 14,DiseÃ±o,10900.00,38,Surco
4648,Acer,Predator Helios 300,Empresarial,3600.00,30,Lima Norte
4649,Acer,Nitro 5,DiseÃ±o,7100.00,19,La Molina
4650,Asus,ZenBook 14,EducaciÃ³n,10900.00,8,San Borja
4651,Apple,MacBook Air M1,Empresarial,11200.00,12,Surco
4652,Apple,MacBook Air M2,Oficina,8500.00,37,Lima Centro
4653,Lenovo,ThinkPad E14,Empresarial,13000.00,11,Lima Centro
4654,Lenovo,Legion 5,Gamer,7800.00,31,La Molina
4655,MSI,Modern 14,Empresarial,6900.00,19,La Molina
4656,Lenovo,IdeaPad 3,DiseÃ±o,2700.00,45,Los Olivos
4657,HP,EliteBook 840,Oficina,8900.00,7,Lima Sur
4658,Acer,Predator Helios 300,DiseÃ±o,6900.00,17,Los Olivos
4659,MSI,Modern 14,Home,2700.00,30,Lima Este
4660,MSI,Katana GF66,EducaciÃ³n,8600.00,47,La Molina
4661,Asus,ROG Strix G15,Empresarial,2200.00,29,Lima Este
4662,Apple,MacBook Pro 14,DiseÃ±o,2000.00,37,Lima Centro
4663,Asus,VivoBook 15,Oficina,10900.00,8,La Molina
4664,Dell,Inspiron 15,DiseÃ±o,9700.00,36,Miraflores
4665,Asus,TUF F15,DiseÃ±o,7400.00,25,Lima Norte
4666,HP,EliteBook 840,Home,11800.00,32,Miraflores
4667,MSI,Modern 14,Empresarial,8700.00,24,Lima Centro
4668,Acer,Predator Helios 300,Gamer,3800.00,5,San Isidro
4669,MSI,GF63,Empresarial,7300.00,38,Lima Norte
4670,Dell,Inspiron 15,Oficina,14800.00,21,Lima Este
4671,Lenovo,ThinkPad E14,Home,11400.00,8,Lima Centro
4672,Dell,XPS 13,Empresarial,10300.00,6,San Borja
4673,Acer,Nitro 5,DiseÃ±o,14800.00,29,Lima Sur
4674,Lenovo,Legion 5,Gamer,9200.00,3,Lima Centro
4675,Acer,Predator Helios 300,DiseÃ±o,5300.00,12,Lima Centro
4676,Acer,Aspire 5,DiseÃ±o,3400.00,23,San Isidro
4677,Asus,VivoBook 15,Home,9500.00,44,Lima Centro
4678,HP,Pavilion 15,Empresarial,14200.00,18,Lima Norte
4679,HP,Envy 13,DiseÃ±o,5900.00,38,Lima Norte
4680,Dell,XPS 13,Oficina,9400.00,31,La Molina
4681,HP,Pavilion 15,EducaciÃ³n,3500.00,11,Lima Sur
4682,Asus,ZenBook 14,DiseÃ±o,7300.00,32,San Borja
4683,Dell,XPS 13,Home,7200.00,19,La Molina
4684,Lenovo,IdeaPad 3,Gamer,2000.00,14,San Isidro
4685,HP,Victus 16,DiseÃ±o,10600.00,41,Los Olivos
4686,Asus,VivoBook 15,Empresarial,11200.00,35,Lima Sur
4687,Asus,ZenBook 14,DiseÃ±o,14600.00,32,Lima Centro
4688,HP,EliteBook 840,DiseÃ±o,5400.00,44,Lima Este
4689,Lenovo,Yoga Slim 7,Empresarial,8800.00,32,Surco
4690,HP,EliteBook 840,Oficina,4200.00,38,Lima Sur
4691,Dell,Inspiron 15,Empresarial,4800.00,4,San Isidro
4692,Asus,VivoBook 15,Oficina,4700.00,32,Surco
4693,HP,EliteBook 840,Home,9000.00,39,San Isidro
4694,MSI,Modern 14,Gamer,11700.00,37,Surco
4695,MSI,Modern 14,Oficina,12300.00,3,Los Olivos
4696,Lenovo,Yoga Slim 7,Oficina,13200.00,20,Lima Sur
4697,Acer,Nitro 5,Home,2000.00,44,San Isidro
4698,Lenovo,Yoga Slim 7,Oficina,13700.00,12,Surco
4699,Dell,Inspiron 15,Home,11800.00,27,Lima Este
4700,Acer,Predator Helios 300,Home,3900.00,15,Los Olivos
4701,Apple,MacBook Air M2,Gamer,9800.00,37,San Isidro
4702,Apple,MacBook Air M1,Gamer,4700.00,39,Miraflores
4703,Apple,MacBook Air M1,Gamer,9300.00,17,La Molina
4704,Acer,Aspire 5,Empresarial,7400.00,28,San Isidro
4705,Lenovo,ThinkPad E14,Gamer,11200.00,42,La Molina
4706,Acer,Swift 3,Oficina,9700.00,38,Los Olivos
4707,Apple,MacBook Air M1,Oficina,8900.00,41,San Isidro
4708,Dell,Latitude 5420,EducaciÃ³n,4000.00,16,La Molina
4709,Dell,XPS 13,Home,10800.00,11,La Molina
4710,Dell,G15,Gamer,12400.00,47,San Borja
4711,Asus,ZenBook 14,EducaciÃ³n,11300.00,2,La Molina
4712,Acer,Swift 3,Gamer,9100.00,33,Lima Norte
4713,Lenovo,Yoga Slim 7,DiseÃ±o,10600.00,49,San Isidro
4714,Dell,G15,DiseÃ±o,11500.00,11,Miraflores
4715,Lenovo,Legion 5,EducaciÃ³n,14100.00,36,San Borja
4716,Lenovo,ThinkPad E14,Empresarial,11500.00,33,Lima Centro
4717,Acer,Nitro 5,Home,4500.00,36,La Molina
4718,Acer,Swift 3,Empresarial,5600.00,44,Los Olivos
4719,Apple,MacBook Pro 14,Gamer,2400.00,36,Surco
4720,HP,EliteBook 840,Home,3500.00,28,Lima Norte
4721,MSI,Katana GF66,Empresarial,13400.00,30,Surco
4722,Dell,Inspiron 15,Empresarial,12600.00,47,Los Olivos
4723,MSI,Modern 14,EducaciÃ³n,5700.00,32,Surco
4724,HP,Pavilion 15,Oficina,6900.00,33,Lima Norte
4725,Asus,TUF F15,Gamer,12000.00,47,San Borja
4726,Dell,XPS 13,DiseÃ±o,12700.00,10,Lima Sur
4727,Apple,MacBook Pro 14,DiseÃ±o,3500.00,36,La Molina
4728,Apple,MacBook Air M2,Gamer,10200.00,43,San Borja
4729,Dell,Inspiron 15,EducaciÃ³n,13600.00,22,Los Olivos
4730,Acer,Swift 3,DiseÃ±o,10900.00,21,Los Olivos
4731,Apple,MacBook Air M2,Gamer,11900.00,49,Surco
4732,HP,Envy 13,Gamer,7300.00,34,Miraflores
4733,HP,Pavilion 15,EducaciÃ³n,14100.00,23,Lima Este
4734,Acer,Aspire 5,EducaciÃ³n,5200.00,16,San Borja
4735,Asus,ROG Strix G15,DiseÃ±o,4600.00,21,Miraflores
4736,Acer,Aspire 5,Home,11400.00,8,La Molina
4737,Apple,MacBook Air M1,EducaciÃ³n,14300.00,16,Lima Norte
4738,Apple,MacBook Air M2,EducaciÃ³n,4200.00,18,Surco
4739,Asus,ZenBook 14,Empresarial,6200.00,32,San Borja
4740,MSI,Katana GF66,EducaciÃ³n,7800.00,50,La Molina
4741,Apple,MacBook Pro 14,EducaciÃ³n,6300.00,9,La Molina
4742,Lenovo,ThinkPad E14,EducaciÃ³n,12300.00,45,Miraflores
4743,Apple,MacBook Air M1,Empresarial,14800.00,14,Lima Sur
4744,Acer,Swift 3,Oficina,13700.00,37,San Borja
4745,Acer,Predator Helios 300,Gamer,11800.00,4,Lima Sur
4746,Acer,Swift 3,Home,4000.00,46,Surco
4747,Asus,ZenBook 14,Oficina,13200.00,39,Surco
4748,Asus,ROG Strix G15,Empresarial,8900.00,25,San Isidro
4749,MSI,Katana GF66,Empresarial,13300.00,47,San Isidro
4750,MSI,GF63,Oficina,10100.00,13,Lima Centro
4751,Lenovo,Legion 5,EducaciÃ³n,2500.00,46,San Borja
4752,MSI,Modern 14,Home,4800.00,16,San Isidro
4753,Acer,Swift 3,Gamer,4300.00,7,San Borja
4754,Dell,Latitude 5420,Oficina,12700.00,30,La Molina
4755,Acer,Swift 3,EducaciÃ³n,13200.00,11,Lima Sur
4756,Lenovo,IdeaPad 3,EducaciÃ³n,13700.00,37,Lima Centro
4757,Acer,Swift 3,DiseÃ±o,13100.00,41,San Borja
4758,Apple,MacBook Air M2,Oficina,5000.00,5,La Molina
4759,Asus,ROG Strix G15,EducaciÃ³n,13100.00,31,Lima Norte
4760,Dell,Latitude 5420,DiseÃ±o,3300.00,5,Lima Sur
4761,HP,Victus 16,EducaciÃ³n,3500.00,32,San Isidro
4762,Lenovo,Yoga Slim 7,Oficina,7600.00,47,Lima Centro
4763,MSI,Modern 14,Home,7500.00,11,San Isidro
4764,Dell,Inspiron 15,Oficina,12700.00,18,Los Olivos
4765,Lenovo,ThinkPad E14,Empresarial,7400.00,1,Surco
4766,HP,Victus 16,EducaciÃ³n,4600.00,35,Surco
4767,Acer,Predator Helios 300,Home,10200.00,42,Surco
4768,HP,Pavilion 15,Gamer,3700.00,22,Lima Centro
4769,Lenovo,ThinkPad E14,Oficina,13800.00,10,Los Olivos
4770,Lenovo,Legion 5,Oficina,8100.00,50,Lima Norte
4771,HP,Envy 13,Home,5600.00,29,Lima Este
4772,Apple,MacBook Air M2,Empresarial,10600.00,7,La Molina
4773,Acer,Nitro 5,DiseÃ±o,7200.00,23,San Borja
4774,Apple,MacBook Air M1,Oficina,14800.00,18,Lima Norte
4775,MSI,GF63,Oficina,12500.00,48,San Borja
4776,MSI,GF63,EducaciÃ³n,13400.00,6,San Borja
4777,Lenovo,ThinkPad E14,Empresarial,7700.00,19,San Borja
4778,Acer,Predator Helios 300,Gamer,14500.00,39,Los Olivos
4779,Asus,VivoBook 15,Oficina,8400.00,48,La Molina
4780,Dell,XPS 13,Empresarial,13300.00,21,La Molina
4781,Lenovo,ThinkPad E14,EducaciÃ³n,3300.00,26,San Isidro
4782,Apple,MacBook Pro 14,Gamer,14200.00,23,Lima Este
4783,Dell,G15,Home,5600.00,46,Lima Norte
4784,Dell,G15,EducaciÃ³n,9400.00,42,Miraflores
4785,Dell,Inspiron 15,Oficina,4300.00,46,Lima Este
4786,Apple,MacBook Pro 14,DiseÃ±o,14500.00,37,Lima Sur
4787,Apple,MacBook Pro 14,EducaciÃ³n,14700.00,23,Lima Centro
4788,HP,EliteBook 840,EducaciÃ³n,2300.00,49,Surco
4789,MSI,Modern 14,Empresarial,2900.00,7,Lima Norte
4790,Apple,MacBook Air M2,Home,10500.00,22,San Isidro
4791,Dell,Inspiron 15,Gamer,8800.00,48,San Borja
4792,Dell,XPS 13,DiseÃ±o,5400.00,35,Lima Centro
4793,Acer,Aspire 5,Home,3700.00,1,Lima Este
4794,Dell,G15,EducaciÃ³n,12800.00,28,San Isidro
4795,MSI,GF63,Empresarial,4800.00,37,Lima Sur
4796,Lenovo,IdeaPad 3,EducaciÃ³n,10200.00,48,Lima Norte
4797,Asus,TUF F15,Gamer,13200.00,19,San Borja
4798,MSI,GF63,Oficina,10600.00,20,San Borja
4799,HP,Pavilion 15,DiseÃ±o,5600.00,11,San Borja
4800,Apple,MacBook Pro 14,EducaciÃ³n,10300.00,49,Lima Norte
4801,Dell,XPS 13,Home,5800.00,5,Lima Este
4802,Asus,ROG Strix G15,Oficina,13800.00,3,Miraflores
4803,Apple,MacBook Air M2,EducaciÃ³n,12200.00,46,Lima Centro
4804,HP,Pavilion 15,EducaciÃ³n,7400.00,41,Lima Sur
4805,Lenovo,Yoga Slim 7,DiseÃ±o,5000.00,41,Surco
4806,Apple,MacBook Air M2,Empresarial,4800.00,15,Lima Norte
4807,MSI,Katana GF66,DiseÃ±o,14100.00,21,Miraflores
4808,Lenovo,Legion 5,Gamer,10900.00,3,San Isidro
4809,Lenovo,Yoga Slim 7,Empresarial,9200.00,48,Lima Sur
4810,Dell,XPS 13,Home,10100.00,1,San Borja
4811,MSI,GF63,Gamer,10000.00,26,La Molina
4812,Lenovo,Legion 5,Empresarial,11400.00,30,Surco
4813,Asus,TUF F15,Oficina,4300.00,10,Lima Norte
4814,MSI,GF63,Empresarial,12900.00,35,La Molina
4815,Dell,Latitude 5420,DiseÃ±o,2600.00,42,San Isidro
4816,Asus,TUF F15,EducaciÃ³n,7500.00,22,Lima Norte
4817,HP,EliteBook 840,Home,9300.00,16,Miraflores
4818,MSI,Katana GF66,Home,4700.00,25,Lima Este
4819,Apple,MacBook Air M1,Gamer,6900.00,8,Miraflores
4820,Lenovo,IdeaPad 3,Gamer,12100.00,46,San Borja
4821,MSI,Modern 14,EducaciÃ³n,4200.00,49,Lima Centro
4822,HP,Envy 13,Empresarial,11900.00,12,Lima Centro
4823,Acer,Aspire 5,Gamer,15000.00,36,San Isidro
4824,MSI,GF63,Empresarial,14500.00,33,Los Olivos
4825,Lenovo,ThinkPad E14,Home,8400.00,43,Miraflores
4826,Asus,TUF F15,Oficina,13200.00,6,Lima Centro
4827,HP,Pavilion 15,EducaciÃ³n,9500.00,38,Lima Norte
4828,Apple,MacBook Air M2,Gamer,9000.00,44,San Borja
4829,HP,EliteBook 840,EducaciÃ³n,10900.00,31,Surco
4830,MSI,Katana GF66,Oficina,12900.00,9,Surco
4831,MSI,GF63,Oficina,3300.00,31,Lima Este
4832,Lenovo,Legion 5,Home,9400.00,28,San Borja
4833,Apple,MacBook Pro 14,DiseÃ±o,10000.00,29,Surco
4834,Dell,XPS 13,Empresarial,5700.00,42,San Isidro
4835,Dell,Latitude 5420,Home,9200.00,7,Lima Sur
4836,HP,Pavilion 15,Home,11000.00,21,La Molina
4837,Apple,MacBook Pro 14,Gamer,9800.00,29,San Isidro
4838,Asus,ZenBook 14,Gamer,9300.00,34,Lima Centro
4839,Dell,G15,Gamer,14300.00,44,Lima Centro
4840,Acer,Swift 3,Oficina,13200.00,34,Lima Sur
4841,Lenovo,Legion 5,Empresarial,3200.00,28,Lima Este
4842,MSI,Katana GF66,Gamer,14300.00,21,Lima Este
4843,Asus,ROG Strix G15,EducaciÃ³n,6200.00,28,Lima Sur
4844,HP,Pavilion 15,Gamer,7200.00,37,Miraflores
4845,MSI,Katana GF66,Empresarial,14800.00,3,Lima Centro
4846,MSI,GF63,Gamer,7100.00,45,Surco
4847,Acer,Nitro 5,EducaciÃ³n,4500.00,26,San Borja
4848,MSI,GF63,Gamer,9400.00,23,Lima Sur
4849,MSI,Katana GF66,EducaciÃ³n,8500.00,37,La Molina
4850,Apple,MacBook Air M2,Empresarial,7200.00,46,San Isidro
4851,MSI,GF63,Home,2900.00,25,Miraflores
4852,Asus,VivoBook 15,DiseÃ±o,2700.00,30,Los Olivos
4853,Lenovo,IdeaPad 3,Oficina,10300.00,49,Los Olivos
4854,Acer,Aspire 5,DiseÃ±o,12600.00,1,San Isidro
4855,Apple,MacBook Pro 14,EducaciÃ³n,10200.00,36,Miraflores
4856,Lenovo,ThinkPad E14,Home,6800.00,30,Lima Norte
4857,MSI,GF63,EducaciÃ³n,13000.00,12,Lima Este
4858,Lenovo,Yoga Slim 7,Oficina,6400.00,42,Lima Norte
4859,HP,Pavilion 15,Home,2400.00,31,Surco
4860,Asus,ROG Strix G15,Home,3400.00,40,Miraflores
4861,HP,Pavilion 15,DiseÃ±o,10300.00,27,San Isidro
4862,Acer,Predator Helios 300,DiseÃ±o,4300.00,4,Surco
4863,HP,Victus 16,Gamer,7300.00,32,Miraflores
4864,Acer,Nitro 5,DiseÃ±o,11500.00,26,San Borja
4865,Dell,G15,EducaciÃ³n,7800.00,50,La Molina
4866,MSI,Modern 14,Home,4000.00,10,Surco
4867,Lenovo,IdeaPad 3,DiseÃ±o,9800.00,38,La Molina
4868,Acer,Predator Helios 300,EducaciÃ³n,4400.00,34,Lima Este
4869,MSI,Katana GF66,Gamer,11500.00,29,Lima Este
4870,Acer,Swift 3,Empresarial,10400.00,4,Los Olivos
4871,Apple,MacBook Air M1,Oficina,13500.00,34,San Borja
4872,MSI,Katana GF66,Gamer,5800.00,4,Surco
4873,Acer,Nitro 5,Gamer,3700.00,39,San Isidro
4874,Acer,Swift 3,Oficina,2600.00,40,Lima Este
4875,Lenovo,Legion 5,Gamer,11600.00,49,Lima Este
4876,Lenovo,ThinkPad E14,Gamer,5200.00,22,Los Olivos
4877,Apple,MacBook Air M2,Gamer,12100.00,29,La Molina
4878,MSI,GF63,Oficina,7500.00,11,Surco
4879,Acer,Swift 3,Oficina,12000.00,39,Los Olivos
4880,Lenovo,Legion 5,EducaciÃ³n,2700.00,6,San Isidro
4881,MSI,Modern 14,DiseÃ±o,2600.00,42,Surco
4882,Apple,MacBook Air M2,DiseÃ±o,7200.00,5,San Borja
4883,Asus,ROG Strix G15,Gamer,15000.00,34,Lima Este
4884,Acer,Nitro 5,Gamer,2400.00,3,Miraflores
4885,MSI,Katana GF66,Oficina,2200.00,31,La Molina
4886,Asus,TUF F15,DiseÃ±o,6700.00,6,Los Olivos
4887,Dell,Latitude 5420,Gamer,2900.00,1,La Molina
4888,Apple,MacBook Pro 14,Gamer,3700.00,13,Lima Centro
4889,MSI,Katana GF66,Empresarial,5500.00,46,Lima Sur
4890,Acer,Swift 3,Oficina,10200.00,31,Lima Este
4891,Apple,MacBook Air M1,DiseÃ±o,2000.00,9,San Isidro
4892,HP,EliteBook 840,EducaciÃ³n,9300.00,18,Lima Este
4893,Asus,ZenBook 14,EducaciÃ³n,8800.00,47,San Isidro
4894,MSI,Modern 14,EducaciÃ³n,13900.00,12,Miraflores
4895,MSI,Modern 14,Oficina,3600.00,21,Miraflores
4896,Asus,ZenBook 14,Oficina,5100.00,21,San Isidro
4897,Asus,ZenBook 14,Home,9100.00,24,San Isidro
4898,MSI,GF63,Oficina,6600.00,16,La Molina
4899,HP,Pavilion 15,Oficina,12800.00,35,Los Olivos
4900,Acer,Swift 3,Home,5200.00,10,Lima Centro
4901,Dell,XPS 13,Home,2800.00,12,Lima Centro
4902,MSI,Modern 14,Gamer,4300.00,47,San Isidro
4903,HP,Envy 13,DiseÃ±o,2800.00,40,Lima Centro
4904,Asus,TUF F15,Home,10600.00,12,Lima Norte
4905,HP,EliteBook 840,Gamer,9300.00,17,San Borja
4906,Dell,Latitude 5420,Empresarial,3400.00,33,San Isidro
4907,Lenovo,Yoga Slim 7,EducaciÃ³n,6200.00,13,Lima Norte
4908,Apple,MacBook Pro 14,Empresarial,15000.00,36,Surco
4909,Apple,MacBook Air M1,DiseÃ±o,2900.00,13,Lima Centro
4910,Lenovo,Yoga Slim 7,Home,5300.00,5,Surco
4911,MSI,Modern 14,Gamer,3900.00,29,Lima Sur
4912,Dell,Latitude 5420,Oficina,9700.00,36,Miraflores
4913,Apple,MacBook Air M2,Gamer,14400.00,11,Miraflores
4914,Dell,G15,Empresarial,13300.00,31,Surco
4915,Lenovo,Legion 5,DiseÃ±o,9800.00,28,Lima Norte
4916,Lenovo,IdeaPad 3,Empresarial,4400.00,35,Lima Este
4917,Lenovo,Yoga Slim 7,DiseÃ±o,6800.00,28,Lima Este
4918,Dell,G15,DiseÃ±o,9000.00,7,La Molina
4919,Apple,MacBook Pro 14,Oficina,7100.00,14,Miraflores
4920,Lenovo,Yoga Slim 7,DiseÃ±o,6100.00,10,Lima Centro
4921,HP,Victus 16,Empresarial,12200.00,35,Lima Centro
4922,HP,EliteBook 840,DiseÃ±o,8800.00,45,Los Olivos
4923,MSI,GF63,Oficina,10100.00,43,Lima Centro
4924,HP,Pavilion 15,Oficina,6400.00,33,Miraflores
4925,MSI,GF63,Oficina,6700.00,5,San Borja
4926,MSI,Modern 14,Empresarial,2400.00,32,Lima Sur
4927,Apple,MacBook Air M2,EducaciÃ³n,2500.00,42,Miraflores
4928,Acer,Aspire 5,Oficina,10300.00,2,Lima Sur
4929,Apple,MacBook Air M1,Home,14300.00,50,La Molina
4930,Dell,G15,Empresarial,12600.00,43,Miraflores
4931,Dell,G15,Home,6800.00,5,Surco
4932,Acer,Nitro 5,DiseÃ±o,13400.00,38,La Molina
4933,MSI,GF63,EducaciÃ³n,14800.00,33,Lima Norte
4934,Lenovo,ThinkPad E14,Oficina,13500.00,14,San Borja
4935,Lenovo,ThinkPad E14,EducaciÃ³n,5400.00,25,Miraflores
4936,Acer,Aspire 5,EducaciÃ³n,14300.00,1,San Isidro
4937,Dell,Latitude 5420,Gamer,2500.00,1,Miraflores
4938,Lenovo,ThinkPad E14,Oficina,3900.00,1,Lima Centro
